acp_sk_auditoria_cpi,acp_tx_business_key,cpi_sk_cpi,cpi_id_orgao,cpi_tx_sigla,cpi_tx_nome,cpi_tx_apelido,cpi_tx_tipo,cpi_tx_tipo_descricao,cpi_tx_tipo_orgao,cpi_tx_abrangencia,cpi_tx_situacao_origem,cpi_tx_status_analitico,cpi_dt_inicio,cpi_dt_fim,cpi_nr_ano_inicio,leg_id_legislatura,acp_tx_cobertura_legislatura,acp_fl_cpi_historica_fora_janela_legislatura,acp_fl_legislatura_pendente_revisao,cpi_tx_uri,acp_qt_dias_duracao_cpi,acp_qt_relacoes_eventos,acp_qt_relacoes_distintas,acp_qt_eventos_distintos,acp_dt_primeiro_evento,acp_dt_ultimo_evento,acp_qt_dias_entre_primeiro_ultimo_evento,acp_qt_relacoes_diretas,acp_qt_relacoes_semanticas,acp_qt_alta_confianca,acp_qt_eventos_realizados,acp_qt_relacoes_high,acp_qt_relacoes_medium,acp_vl_pct_relacoes_alta_confianca,acp_vl_pct_relacoes_diretas,acp_vl_pct_eventos_realizados,acp_vl_pct_dimensoes_completas,acp_nr_rank_eventos_relacionados,cpi_fl_mista,cpi_fl_ativa,cpi_fl_data_inicio_informada,cpi_fl_data_fim_informada,cpi_fl_legislatura_identificada,cpi_fl_id_valido,cpi_fl_nome_informado,cpi_fl_tipo_cpi_valido,cpi_fl_periodo_valido,acp_fl_periodo_cpi_consistente,acp_fl_possui_evento_relacionado,acp_fl_possui_relacao_direta,acp_fl_possui_relacao_semantica,acp_fl_possui_alta_confianca,acp_fl_possui_evento_realizado,acp_fl_dimensoes_principais_completas,acp_fl_registro_valido_marts,acp_qt_cpi_encontrada_gold,acp_qt_evento_encontrado_gold,acp_qt_data_encontrada_gold,acp_qt_dimensoes_completas,cpi_aud_id_execucao_gold,cpi_aud_dh_processamento_gold,cpi_aud_tx_hash_registro_gold,acp_qt_execucoes_gold_eventos,acp_dh_ultimo_processamento_gold_eventos,aud_id_execucao_marts,aud_dh_processamento_marts,aud_tx_versao_pipeline_marts,aud_tx_hash_registro_marts
a7cf9956861ed648d872de6c6a67aa080f0cc11772d2a4056cd491a50a42ef4f,537732,a7cf9956861ed648d872de6c6a67aa080f0cc11772d2a4056cd491a50a42ef4f,537732,CPIANIM,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR OS FATOS DETERMINADOS COMO MAUS-TRATOS DE ANIMAIS,CPI - MAUS-TRATOS DE ANIMAIS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2015-07-17,2016-02-02,2015,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/537732,200,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,14,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,df2c90d4b1e28b202b1de68b3ab66d28ba0b4863b729adb0bf58efefd8cb0cf3,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,435d631413f8694f771d79225551c7264542da518abe9165dc786c42fe645b4a
3d86f6b9ff5a9a12b655afc8daf47b03e0bd8f8b3ccd109cb5e84868b13c57fb,536281,3d86f6b9ff5a9a12b655afc8daf47b03e0bd8f8b3ccd109cb5e84868b13c57fb,536281,CPIARMAS,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR AS ORGANIZAÇÕES CRIMINOSAS DO TRÁFICO DE ARMAS.,CPI - TRÁFICO DE ARMAS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2005-03-03,2006-11-29,2005,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/536281,636,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,15,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,771e1201d5717c7c4996f7715dd6fae02876294a81850c62891ba49e0e8a4d0f,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,e51f1f5f2c36245d86aec65462b9c5fe319ac1a240634e2e4c5368ddc3b62bce
9b723fbd366902987fc38726188288f907e31ae961dd975e7c9decfc044bb2b9,6281,9b723fbd366902987fc38726188288f907e31ae961dd975e7c9decfc044bb2b9,6281,CPIARMAS,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR AS ORGANIZAÇÕES CRIMINOSAS DO TRÁFICO DE ARMAS.,CPI - TRÁFICO DE ARMAS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2005-03-03,2006-11-29,2005,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/6281,636,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,15,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,87684175d7a5c1d0a29ce39f274e4e6c2e00f448637b8a17b76a66d94969489a,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,9009b059e56a1d7663ca88a9a6a0dbd892786f82fd1c962c2e31fdb47f23c695
00a5cc02b696e7e23ac71f2a1a9350e6e35bd6486ab67ad665abb12a8e52b6c7,526281,00a5cc02b696e7e23ac71f2a1a9350e6e35bd6486ab67ad665abb12a8e52b6c7,526281,CPIARMAS,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR AS ORGANIZAÇÕES CRIMINOSAS DO TRÁFICO DE ARMAS.,CPI - TRÁFICO DE ARMAS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2005-03-03,2006-11-29,2005,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/526281,636,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,15,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,534f72cb053f7ddf8953812b9f2bf319ef98400ab64043ea12278e30aaed6345,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,b6b47e75fb825108256e94cf4036769d58d7485ea06c481f34d8925ef70e5cb7
c7095cc9769d1c1b5b8bd3bde61d5917bbbe717f852b70186cb0e397a9a80910,535435,c7095cc9769d1c1b5b8bd3bde61d5917bbbe717f852b70186cb0e397a9a80910,535435,CPIBANES,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR VÁRIAS IRREGULARIDADES PRATICADAS DURANTE A VIGÊNCIA DO REGIME DE ADMINISTRAÇÃO ESPECIAL TEMPORÁRIA (RAET) NO BANESPA - BANCO DO ESTADO DE SÃO PAULO S.A. \".",CPI - BANESPA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2001-06-20,2002-06-11,2001,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/535435,356,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,16,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,32261e107e2a3e30ff9cef17bdad41e6ed7b370940d50ccb4381d90bf8c88e8f,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,9b899cb23dbdb839dc9ba9898182b6f569c449bcb742bda126be01f7cdc85d22
5398bfeafe1ce7c62338f0fdfcc2478a90f1fa0d1bb9ec130e345409cc449c89,525435,5398bfeafe1ce7c62338f0fdfcc2478a90f1fa0d1bb9ec130e345409cc449c89,525435,CPIBANES,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR VÁRIAS IRREGULARIDADES PRATICADAS DURANTE A VIGÊNCIA DO REGIME DE ADMINISTRAÇÃO ESPECIAL TEMPORÁRIA (RAET) NO BANESPA - BANCO DO ESTADO DE SÃO PAULO S.A. \".",CPI - BANESPA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2001-06-20,2002-06-11,2001,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/525435,356,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,16,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,7c656de4a63bb9dc25f841a8d23dd44b33424e86a5e4eaca5ef30e8738ed73ec,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,cf5d96781abe2e824736a62e9f62434944571e7349eaff1dc9b011b994372f45
b92f859368bbc325fe47c4d59116acf7706136f6cb3b8110750a4c64f8cd8e26,5435,b92f859368bbc325fe47c4d59116acf7706136f6cb3b8110750a4c64f8cd8e26,5435,CPIBANES,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR VÁRIAS IRREGULARIDADES PRATICADAS DURANTE A VIGÊNCIA DO REGIME DE ADMINISTRAÇÃO ESPECIAL TEMPORÁRIA (RAET) NO BANESPA - BANCO DO ESTADO DE SÃO PAULO S.A. \".",CPI - BANESPA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2001-06-20,2002-06-11,2001,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/5435,356,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,16,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,573c921985cbadbb64dde070d80f2dc74e0e8e433321e0fbc0d9071d5587b73d,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,368d1f20bf52b6110f2761ce6fa51e9ec5ca1c84dc517c45d665e88c64cddbb5
bd07642cfa9dbd69dc14f288effc459bddf05b670c0586ee2d129a478d7bc2e9,536123,bd07642cfa9dbd69dc14f288effc459bddf05b670c0586ee2d129a478d7bc2e9,536123,CPIBIOPI,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR O TRÁFICO DE ANIMAIS E PLANTAS SILVESTRES BRASILEIROS, A EXPLORAÇÃO E COMÉRCIO ILEGAL DE MADEIRA E A BIOPIRATARIA NO PAÍS\".",CPI - BIOPIRATARIA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2004-04-01,2006-03-28,2004,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/536123,726,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,17,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,1b94be859cfe3af5f551b43478a63ed1b1f323ec0650cdc5630d4b1dcb082ca7,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,a9338a059e810ef1505cf360a218c1b85dcbe507dfb3f4f111548c9afe176cd3
c4b138c229424745db2c513c752f3dc0fd2d73f8d00da8fe52974abf91dcb4ad,526123,c4b138c229424745db2c513c752f3dc0fd2d73f8d00da8fe52974abf91dcb4ad,526123,CPIBIOPI,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR O TRÁFICO DE ANIMAIS E PLANTAS SILVESTRES BRASILEIROS, A EXPLORAÇÃO E COMÉRCIO ILEGAL DE MADEIRA E A BIOPIRATARIA NO PAÍS\".",CPI - BIOPIRATARIA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2004-04-01,2006-03-28,2004,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/526123,726,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,17,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,f5e7044eb3365d559568d4ad041c258921d4fb03dcaa9d119e17e314cdff6f6e,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,87febff0df9111facd866186c0c81b5eebfd7e5fd1b82b2383190b4d97c3b329
f5904c2f6bdf6c47c445618a3005c91b9a95c79c5d52c2ec513cd0b78f723a3c,6123,f5904c2f6bdf6c47c445618a3005c91b9a95c79c5d52c2ec513cd0b78f723a3c,6123,CPIBIOPI,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR O TRÁFICO DE ANIMAIS E PLANTAS SILVESTRES BRASILEIROS, A EXPLORAÇÃO E COMÉRCIO ILEGAL DE MADEIRA E A BIOPIRATARIA NO PAÍS\".",CPI - BIOPIRATARIA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2004-04-01,2006-03-28,2004,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/6123,726,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,17,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,82a69a413ba53405e6f3810e141943c2ceeb40761cc472980a7cb28346380a7e,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,a2122983f114089b5f901b26d20cd2d542e3aba4a21c6b3fdd782897d0457ec9
02bb2293509525154362fd75096f8f8ca0641d8f79411772b530b2a20a73ba60,538435,02bb2293509525154362fd75096f8f8ca0641d8f79411772b530b2a20a73ba60,538435,CPIBNDES,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR A PRÁTICA DE ATOS ILÍCITOS E IRREGULARES, NO ÂMBITO DO BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL (BNDES), OCORRIDOS ENTRE OS ANOS DE 2003 E 2015, RELACIONADOS À INTERNACIONALIZAÇÃO DE EMPRESAS BRASILEIRAS",CPI - PRÁTICAS ILÍCITAS NO ÂMBITO DO BNDES,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2019-03-14,2019-10-22,2019,56,LEGISLATURA_IDENTIFICADA,false,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/538435,222,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,18,false,false,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,95414f464c62a948440e3be1a7dbc207d518a83249ef8d06063fe56cb9ebebaf,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,4b9732159cbf27a31b1d5cbe80eebaa612fe0b14e1e05730f0aa99452a005cdc
b2c7cedea7dbd3c13fb98db32370957fcba1a0225bc115162e165a5644053d4d,537734,b2c7cedea7dbd3c13fb98db32370957fcba1a0225bc115162e165a5644053d4d,537734,CPIBNDES,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR SUPOSTAS IRREGULARIDADES ENVOLVENDO O BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL (BNDES), OCORRIDAS ENTRE OS ANOS DE 2003 E 2015, RELACIONADAS À CONCESSÃO DE EMPRÉSTIMOS SUSPEITOS E PREJUDICIAIS AO INTERESSE PÚBLICO",CPI - BNDES,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2015-07-17,2016-02-25,2015,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/537734,223,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,18,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,67f3ae169672e0c51a8d111d43536b539e6266509bcd6771d3f6963fede2da04,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,1751214d73542cad0577ab28e8e3decd50feade0914e5f0361cdea0e7e32bced
22d04f665519fd8091f873476b0b4be4ad02abe10c610b1f81611b7cc37d6146,5289,22d04f665519fd8091f873476b0b4be4ad02abe10c610b1f81611b7cc37d6146,5289,CPIBORRA,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR A CRISE NO SETOR PRODUTIVO DE BORRACHA NATURAL E OS REFLEXOS DA POLÍTICA GOVERNAMENTAL NO SETOR.,CPI - CRISE NO SETOR PRODUTIVO DA BORRACHA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,1999-03-15,1999-12-15,1999,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/5289,275,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,19,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,70362953cee9acd7aac1886bbbf25eeb26fa7817fbd33ea946d516ec010094ec,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,935af3ce4b29c5bccfd74cc2f29a8da912731dc574c80c26f930f1637869c90f
bd52b644341e13bb324eb906b6b55038b4d1e1b611fd07f72ef0b627b4e5be1a,525289,bd52b644341e13bb324eb906b6b55038b4d1e1b611fd07f72ef0b627b4e5be1a,525289,CPIBORRA,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR A CRISE NO SETOR PRODUTIVO DE BORRACHA NATURAL E OS REFLEXOS DA POLÍTICA GOVERNAMENTAL NO SETOR.,CPI - CRISE NO SETOR PRODUTIVO DA BORRACHA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,1999-03-15,1999-12-15,1999,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/525289,275,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,19,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,867433d45ec6fa6758da188c5dd57592313e34b9c58711ac64b48e1e812cc2b2,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,89581e26173c20535acd7d3513472ec2df7cb31947460d3daf8961df03af255d
a040fa68d3ae74d4d0f7be6913ec58b64612ccb21989a6e9ec67af8c6efae347,535289,a040fa68d3ae74d4d0f7be6913ec58b64612ccb21989a6e9ec67af8c6efae347,535289,CPIBORRA,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR A CRISE NO SETOR PRODUTIVO DE BORRACHA NATURAL E OS REFLEXOS DA POLÍTICA GOVERNAMENTAL NO SETOR.,CPI - CRISE NO SETOR PRODUTIVO DA BORRACHA,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,1999-03-15,1999-12-15,1999,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/535289,275,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,19,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,c10b79ad19c2e566f923cf753c00a773afc34b6fc434cca0cf521df9a4eb4bcb,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,aef6159e4393b1a398d30e243c79e21944d3de6913e9e348ccfd824e3ec9ac31
32c171dcabb1023d44b8dca3cd6c3cfe4a9f6232cfecc15febcabb6d100c10fe,538350,32c171dcabb1023d44b8dca3cd6c3cfe4a9f6232cfecc15febcabb6d100c10fe,538350,CPIBRUMA,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR AS CAUSAS DO ROMPIMENTO DA BARRAGEM DE MINERAÇÃO MINA CÓRREGO DO FEIJÃO, DA EMPRESA VALE S.A., SITUADA NO MUNICÍPIO DE BRUMADINHO, NO ESTADO DE MINAS GERAIS, OCORRIDO EM 25 DE JANEIRO DE 2019, BEM COMO APURAR RESPONSABILIDADES POR ESSE SINISTRO E AVALIAR FORMAS DE MINORAR OS RISCOS DA OCORRÊNCIA DE NOVOS ACIDENTES",CPI - ROMPIMENTO DA BARRAGEM DE BRUMADINHO,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2019-03-14,2019-11-05,2019,56,LEGISLATURA_IDENTIFICADA,false,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/538350,236,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,20,false,false,true,true,true,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,f076a83d1a3e551f6af8bb45f1c862e6ccd0382bc98b83dac70bc18dab4cedf1,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,bdda1dd35c96459d03833c310630d0f0a7bc78b115f48c1fecb5cb926034be0e
a8c42a5a10da46f05265436854dc4e59d412d694214bbe67d22c656e481d97bf,6462,a8c42a5a10da46f05265436854dc4e59d412d694214bbe67d22c656e481d97bf,6462,CPICARCE,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR A REALIDADE DO SISTEMA CARCERÁRIO BRASILEIRO, COM DESTAQUE PARA A SUPERLOTAÇÃO DOS PRESÍDIOS, CUSTOS SOCIAIS E ECONÔMICOS DESSES ESTABELECIMENTOS, A PERMANÊNCIA DE ENCARCERADOS QUE JÁ CUMPRIRAM PENA, A VIOLÊNCIA DENTRO DAS INSTITUIÇÕES DO SISTEMA CARCERÁRIO, A CORRUPÇÃO, O CRIME ORGANIZADO E SUAS RAMIFICAÇÕES NOS PRESÍDIOS E BUSCAR SOLUÇÕES PARA O EFETIVO CUMPRIMENTO DA LEI DE EXECUÇÕES PENAIS.",CPI - SISTEMA CARCERÁRIO,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2007-05-20,2008-07-08,2007,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/6462,415,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,21,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,50ee5f7947e3b9f806756360da362f5b1f284f2ad8ebcf3cec9e339ff5858d4f,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,96e8fb54b108920f08a5e49b0b20d242b421d5d7b327850445b0314d6d286611
c734899733d7c209d11784512a049a8143facd959967acdf857c7bbb66c89700,537485,c734899733d7c209d11784512a049a8143facd959967acdf857c7bbb66c89700,537485,CPICARCE,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR A REALIDADE DO SISTEMA CARCERÁRIO BRASILEIRO,CPI - SISTEMA CARCERÁRIO BRASILEIRO,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,EXTINTA,ENCERRADA_COM_DATA_FIM,2015-03-04,2015-08-08,2015,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/537485,157,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,21,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,36114634d7e8427d463e71551a280102b938f62f83f7d332a96d5c408eaf1105,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,0d002c1510a2b8482ce7d5359e6e44ea7273a9b5e6a17ea36388c0740bbfafbd
