acp_sk_auditoria_cpi,acp_tx_business_key,cpi_sk_cpi,cpi_id_orgao,cpi_tx_sigla,cpi_tx_nome,cpi_tx_apelido,cpi_tx_tipo,cpi_tx_tipo_descricao,cpi_tx_tipo_orgao,cpi_tx_abrangencia,cpi_tx_situacao_origem,cpi_tx_status_analitico,cpi_dt_inicio,cpi_dt_fim,cpi_nr_ano_inicio,leg_id_legislatura,acp_tx_cobertura_legislatura,acp_fl_cpi_historica_fora_janela_legislatura,acp_fl_legislatura_pendente_revisao,cpi_tx_uri,acp_qt_dias_duracao_cpi,acp_qt_relacoes_eventos,acp_qt_relacoes_distintas,acp_qt_eventos_distintos,acp_dt_primeiro_evento,acp_dt_ultimo_evento,acp_qt_dias_entre_primeiro_ultimo_evento,acp_qt_relacoes_diretas,acp_qt_relacoes_semanticas,acp_qt_alta_confianca,acp_qt_eventos_realizados,acp_qt_relacoes_high,acp_qt_relacoes_medium,acp_vl_pct_relacoes_alta_confianca,acp_vl_pct_relacoes_diretas,acp_vl_pct_eventos_realizados,acp_vl_pct_dimensoes_completas,acp_nr_rank_eventos_relacionados,cpi_fl_mista,cpi_fl_ativa,cpi_fl_data_inicio_informada,cpi_fl_data_fim_informada,cpi_fl_legislatura_identificada,cpi_fl_id_valido,cpi_fl_nome_informado,cpi_fl_tipo_cpi_valido,cpi_fl_periodo_valido,acp_fl_periodo_cpi_consistente,acp_fl_possui_evento_relacionado,acp_fl_possui_relacao_direta,acp_fl_possui_relacao_semantica,acp_fl_possui_alta_confianca,acp_fl_possui_evento_realizado,acp_fl_dimensoes_principais_completas,acp_fl_registro_valido_marts,acp_qt_cpi_encontrada_gold,acp_qt_evento_encontrado_gold,acp_qt_data_encontrada_gold,acp_qt_dimensoes_completas,cpi_aud_id_execucao_gold,cpi_aud_dh_processamento_gold,cpi_aud_tx_hash_registro_gold,acp_qt_execucoes_gold_eventos,acp_dh_ultimo_processamento_gold_eventos,aud_id_execucao_marts,aud_dh_processamento_marts,aud_tx_versao_pipeline_marts,aud_tx_hash_registro_marts
907e1d7244e46516e40c926c3b4818174c91b1ec3e8a34c899adb44e2d2495b0,536462,907e1d7244e46516e40c926c3b4818174c91b1ec3e8a34c899adb44e2d2495b0,536462,CPICARCE,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR A REALIDADE DO SISTEMA CARCERÁRIO BRASILEIRO, COM DESTAQUE PARA A SUPERLOTAÇÃO DOS PRESÍDIOS, CUSTOS SOCIAIS E ECONÔMICOS DESSES ESTABELECIMENTOS, A PERMANÊNCIA DE ENCARCERADOS QUE JÁ CUMPRIRAM PENA, A VIOLÊNCIA DENTRO DAS INSTITUIÇÕES DO SISTEMA CARCERÁRIO, A CORRUPÇÃO, O CRIME ORGANIZADO E SUAS RAMIFICAÇÕES NOS PRESÍDIOS E BUSCAR SOLUÇÕES PARA O EFETIVO CUMPRIMENTO DA LEI DE EXECUÇÕES PENAIS.",CPI - SISTEMA CARCERÁRIO,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2007-05-20,2008-07-08,2007,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/536462,415,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,21,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,12a163e7f9053546ec09b545cfc9ec6a93c28b5ecddfd9be57ae4a143cb766b8,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,598146c12e7072c7d560265fdfd9bb0acbef33fe2952504f08c9c8135ba99668
5f2140e9c54307ba0a3fffba32821c63341d0c3a20c8c46b8f6139a2b95cd54b,537842,5f2140e9c54307ba0a3fffba32821c63341d0c3a20c8c46b8f6139a2b95cd54b,537842,CPICARF,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR DENÚNCIAS DE FRAUDES CONTRA A RECEITA FEDERAL DE BANCOS E GRANDES EMPRESAS, MEDIANTE SUPOSTOS PAGAMENTOS DE PROPINAS PARA MANIPULAR OS RESULTADOS DOS JULGAMENTOS REFERENTES À SONEGAÇÃO FISCAL PELO CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS – CARF",CPI - CARF,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,EXTINTA,ENCERRADA_COM_DATA_FIM,2016-02-04,2016-08-12,2016,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/537842,190,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,22,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,0acdb3cc3928acadcfdece1ff1b21f4836b7bbf13f72ee4972ec5ee67a256c1e,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,f082d94ae51d9cdef06cafb7da59bc5359ea70c04a3aafdf1f0ea0a4ab676ac8
39022518a20545cb266cc009ebde58b17c2520589972a97c31b174f4e8888d7a,537731,39022518a20545cb266cc009ebde58b17c2520589972a97c31b174f4e8888d7a,537731,CPICIBER,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR A PRÁTICA DE CRIMES CIBERNÉTICOS E SEUS EFEITOS DELETÉRIOS PERANTE A ECONOMIA E A SOCIEDADE NESTE PAÍS, TENDO EM VISTA (I) QUE A POLÍCIA FEDERAL REALIZOU EM 2014 A OPERAÇÃO BATIZADA DE IB2K PARA DESARTICULAR UMA QUADRILHA SUSPEITA DE DESVIAR PELA INTERNET MAIS DE R$ 2 MILHÕES DE CORRENTISTAS DE VÁRIOS BANCOS, QUADRILHA ESTA QUE USAVA PARTE DO DINHEIRO DESVIADO PARA COMPRAR ARMAS E DROGAS; (II) O ÚLTIMO RELATÓRIO DA CENTRAL NACIONAL DE DENÚNCIAS DE CRIMES CIBERNÉTICOS QUE APONTA UM CRESCIMENTO, ENTRE 2013 E 2014, DE 192,93% NAS DENÚNCIAS ENVOLVENDO PÁGINAS NA INTERNET SUSPEITAS DE TRÁFICO DE PESSOAS, E (III) OS GASTOS DE US$ 15,3 BILHÕES COM CRIMES CIBERNÉTICOS NO BRASIL EM 2010",CPI - CRIMES CIBERNÉTICOS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2015-07-17,2016-05-04,2015,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/537731,292,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,23,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,09f79569b634eeb64a7b020f9e74e053ec9302d05d68f9f47c6a13645ea340fc,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,f3b26fc92268cd3f300475fccb5fb71149ceaf63efb0dff65ab43577a2f320da
7808b86edb7b1acd97860de5b0014865ec15ea7a2f6e8ba5c0a3c88127a9447b,5978,7808b86edb7b1acd97860de5b0014865ec15ea7a2f6e8ba5c0a3c88127a9447b,5978,CPICOMB,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR OPERAÇÕES NO SETOR DE COMBUSTÍVEIS, RELACIONADAS COM A SONEGAÇÃO DOS TRIBUTOS, MÁFIA, ADULTERAÇÃO E SUPOSTA INDÚSTRIA DE LIMINARES.",CPI - SETOR DE COMBUSTÍVEIS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2003-04-07,2003-10-29,2003,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/5978,205,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,24,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,b12863a4a487d4a72d650737e685e55fadc380268a0782e6cbb23974e0b3ffd7,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,2a3b52491f273f5b27ebca3dd5ef85df5ac42bdbc9620e968ff2a5aee8697af4
bd09429b5300df88f575e445b4e79fd650d2008de4d43e74dba009dd2485f11d,535978,bd09429b5300df88f575e445b4e79fd650d2008de4d43e74dba009dd2485f11d,535978,CPICOMB,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR OPERAÇÕES NO SETOR DE COMBUSTÍVEIS, RELACIONADAS COM A SONEGAÇÃO DOS TRIBUTOS, MÁFIA, ADULTERAÇÃO E SUPOSTA INDÚSTRIA DE LIMINARES.",CPI - SETOR DE COMBUSTÍVEIS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2003-04-07,2003-10-29,2003,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/535978,205,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,24,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,44ff36751707cc9a62186695057bfa7b49720f9892fdcb8ad48c986ed6fb846a,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,ceae486431b33f0f779bafe05fa8067f92fc530ffbc04aad9d9c07fb991eaa79
312648932b68d3d56f5a557472784749ee6016ba8e6e8eb5c4c986731eacfa4f,525978,312648932b68d3d56f5a557472784749ee6016ba8e6e8eb5c4c986731eacfa4f,525978,CPICOMB,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR OPERAÇÕES NO SETOR DE COMBUSTÍVEIS, RELACIONADAS COM A SONEGAÇÃO DOS TRIBUTOS, MÁFIA, ADULTERAÇÃO E SUPOSTA INDÚSTRIA DE LIMINARES.",CPI - SETOR DE COMBUSTÍVEIS,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,EXTINTA,ENCERRADA_COM_DATA_FIM,2003-04-07,2003-10-29,2003,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/525978,205,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,24,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,e8612e8ed15ea761eac1861ba0fa26e7aa9c47100bfd96dca7dbbd5968f75447,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,cfdb757061217b84930f592ddd5968ebc274cb3242177c691d0460672da2b0d6
56a5ec9c037f29456ae0acac1307832b0f56808d6a220d978237f721109a4111,5457,56a5ec9c037f29456ae0acac1307832b0f56808d6a220d978237f721109a4111,5457,CPICPMF,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR O DESTINO DADO AOS RECURSOS ANGARIADOS COM O RECOLHIMENTO DA CONTRIBUIÇÃO SOBRE MOVIMENTAÇÃO FINANCEIRA - CPMF\".",CPI - RECURSOS DA CPMF,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2001-09-27,2002-12-12,2001,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/5457,441,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,25,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,d49f44cd83269f72cc8a50ce2eeeb7f368b279c3e2b16576b2cafaf55e01e2ac,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,99dc5e17a88f59c7d66950e1a4516c793d0bd217f92cd858dd3b67838c188ffd
b7e7e80e813209876ce0f19ecd9b204e5f85300792b6db599da9e360fb6bc117,525457,b7e7e80e813209876ce0f19ecd9b204e5f85300792b6db599da9e360fb6bc117,525457,CPICPMF,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR O DESTINO DADO AOS RECURSOS ANGARIADOS COM O RECOLHIMENTO DA CONTRIBUIÇÃO SOBRE MOVIMENTAÇÃO FINANCEIRA - CPMF\".",CPI - RECURSOS DA CPMF,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2001-09-27,2002-12-12,2001,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/525457,441,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,25,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,d4fd5ca907a68ffcebc1564414f7dd1969e472f95a42cbe7fd23d7a55b993110,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,6aa595cfb697f7d109b0f20295db3e4d8ebc28914d4dd234aa92c9ae79bf1c04
120e34391cdb5ec1c1f46226987103cb29453d152ffaed472f79141215e963b0,535457,120e34391cdb5ec1c1f46226987103cb29453d152ffaed472f79141215e963b0,535457,CPICPMF,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A \"INVESTIGAR O DESTINO DADO AOS RECURSOS ANGARIADOS COM O RECOLHIMENTO DA CONTRIBUIÇÃO SOBRE MOVIMENTAÇÃO FINANCEIRA - CPMF\".",CPI - RECURSOS DA CPMF,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2001-09-27,2002-12-12,2001,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/535457,441,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,25,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,87f5b662ffe98d97921d531ff9720a76505f23b739306bbdba7c38ab29113b4e,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,8b404901f07c067953ad79f6cbdfd3cb132df5568d5db97693da83ca08d51a48
5f99883da34c88384d42b8255ac7946e7749e351a95a580d6b1bf5c5934e258a,9140,5f99883da34c88384d42b8255ac7946e7749e351a95a580d6b1bf5c5934e258a,9140,CPICRIAN,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A APURAR DENÚNCIAS DE TURISMO SEXUAL E EXPLORAÇÃO SEXUAL DE CRIANÇAS E ADOLESCENTES, CONFORME DIVERSAS MATÉRIAS PUBLICADAS PELA IMPRENSA.",CPI - EXPLORAÇÃO SEXUAL DE CRIANÇAS E ADOLESCENTES,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,PARECER APROVADO,ENCERRADA_COM_DATA_FIM,2012-02-09,2014-06-04,2012,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/9140,846,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,26,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,9234c69152f86959d75fea2d327d16976702a1a05d83cfd653313390d884d0cd,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,cd6153d028950147f2284f7babec10b3a23e12ec8c43593d27b92486ef764d8e
6696c433d61f949d85a5ffe2405edfffd461c6adb988348ca05254ccab0f1056,538047,6696c433d61f949d85a5ffe2405edfffd461c6adb988348ca05254ccab0f1056,538047,CPICRIME,"COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A APURAR A ATUAÇÃO DO CRIME ORGANIZADO NO BRASIL, ORIGEM DE RECURSOS, ARMAMENTOS, CUSTOS SOCIAIS E ECONÔMICOS DA VIOLÊNCIA RELACIONADA.",CPI CRIME ORGANIZADO NO BRASIL,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,EXTINTA,ENCERRADA_COM_DATA_FIM,2017-07-06,2019-01-31,2017,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/538047,574,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,27,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,c3dcf38791d0609d3c473614f97eb02d65561829d007e34e5faa72afe9cfd60c,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,adbc616a4ac17d576fceac1b1e017d9beb98749fe6d043b127caaa3e24cae699
6bceba1ea308ce25b18d2859f7707c5bee35212819e49b11b2cffff0eeb41bb2,526021,6bceba1ea308ce25b18d2859f7707c5bee35212819e49b11b2cffff0eeb41bb2,526021,CPIDIVIS,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE APURAR AS RESPONSABILIDADES SOBRE A EVASÃO DE DIVISAS REALIZADAS NO BRASIL, NO PERÍODO DE 1996 A 2002, QUANDO, SE ESTIMA, FORAM RETIRADOS INDEVIDAMENTE DO PAÍS RECURSOS SUPERIORES AO MONTANTE DE US$30 BILHÕES.",CPI - EVASÃO DE DIVISAS (SOBRESTADA),CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,EXTINTA,ENCERRADA_COM_DATA_FIM,2003-06-05,2003-08-15,2003,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/526021,71,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,28,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,f1a1c02847905ed0b6154a41f3e26d57275d39455de5afc21235509ff101ff0c,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,7ebb300024b1b8a3e5d62a5fb2009fc49df1e35075a06b2d4517ab922865767d
b2a1e9d3d5023de8355351f6fd23bc068c4b6df2581e0647ac82b0ebd74fe47e,536021,b2a1e9d3d5023de8355351f6fd23bc068c4b6df2581e0647ac82b0ebd74fe47e,536021,CPIDIVIS,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE APURAR AS RESPONSABILIDADES SOBRE A EVASÃO DE DIVISAS REALIZADAS NO BRASIL, NO PERÍODO DE 1996 A 2002, QUANDO, SE ESTIMA, FORAM RETIRADOS INDEVIDAMENTE DO PAÍS RECURSOS SUPERIORES AO MONTANTE DE US$30 BILHÕES.",CPI - EVASÃO DE DIVISAS (SOBRESTADA),CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2003-06-05,2003-08-15,2003,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/536021,71,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,28,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,2b7ef1d1f117e5018ae9e1af8a2f45098ec9fe37cd67090e77ff8985130811d3,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,da94d0cd2a92ac2f6685290582bda88325acd0f411f03e819dc8c3f7beca601c
7ce6f63886c83962b9cbdbe869ceb1865665f0927a912acb6b115fabfabdff81,6021,7ce6f63886c83962b9cbdbe869ceb1865665f0927a912acb6b115fabfabdff81,6021,CPIDIVIS,"COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE APURAR AS RESPONSABILIDADES SOBRE A EVASÃO DE DIVISAS REALIZADAS NO BRASIL, NO PERÍODO DE 1996 A 2002, QUANDO, SE ESTIMA, FORAM RETIRADOS INDEVIDAMENTE DO PAÍS RECURSOS SUPERIORES AO MONTANTE DE US$30 BILHÕES.",CPI - EVASÃO DE DIVISAS (SOBRESTADA),CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2003-06-05,2003-08-15,2003,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/6021,71,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,28,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,be89bc9c60d9be72e804e69ac8cc10b53e0ec8909415cd98b8969ee580366466,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,a947f4b7a5bf44ad4e1fa4b23ccd378c1af1ae5d147d855a45ac10812584c35d
2491f1d4cf49e28bce69aeeb6f098c4ccc5d8a07033d06d76bf6a08fe5edf047,537869,2491f1d4cf49e28bce69aeeb6f098c4ccc5d8a07033d06d76bf6a08fe5edf047,537869,CPIDPVAT,COMISSÃO PARLAMENTAR DE INQUÉRITO COM A FINALIDADE DE INVESTIGAR DENÚNCIAS E SUPOSTAS IRREGULARIDADES NA CONCESSÃO DO SEGURO DE DANOS PESSOAIS CAUSADOS POR VEÍCULOS AUTOMOTORES DE VIAS TERRESTRES – DPVAT,CPI - DPVAT,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,EXTINTA,ENCERRADA_COM_DATA_FIM,2016-05-04,2016-09-29,2016,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/537869,148,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,29,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,7b5656e198d2200202ecfc2796aedf70ba01de476138a5d3f121950c0a4d5819,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,884197df78187a731ff0081d15bc5ff70a89d9433d5f103c85aae539bc0b583c
4a96474361d6b20abb24241598b1cb175798e82c074bf89a630906f891573f83,537126,4a96474361d6b20abb24241598b1cb175798e82c074bf89a630906f891573f83,537126,CPIECAD,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR E APURAR O ATUAL SISTEMA DE ARRECADAÇÃO E DISTRIBUIÇÃO DE DIREITOS AUTORAIS - ECAD,CPI - ECAD,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,EXTINTA,ENCERRADA_COM_DATA_FIM,2013-08-13,2015-01-31,2013,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/537126,536,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,30,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,8fb3294bc2b3aa07c958015fc475984f47263db55a09969ec7cd49c3ce579de9,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,a3429d09c0259703de95767e03a7c8800773252506d6e864bc679b74bff6bf91
8cf09082d6b1526e7601dff23f73217a227f1d521d951674c03b7777f4433ccb,6143,8cf09082d6b1526e7601dff23f73217a227f1d521d951674c03b7777f4433ccb,6143,CPIELETR,COMISSÃO PARLAMENTAR DE INQUÉRITO DESTINADA A INVESTIGAR O PROCESSO DE PRIVATIZAÇÃO DAS EMPRESAS DO SETOR ELÉTRICO BRASILEIRO E O PAPEL NELE DESEMPENHADO PELO BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES.,CPI - PRIVATIZAÇÃO SETOR ELÉTRICO,CPI,Comissão Parlamentar de Inquérito,COMISSÃO PARLAMENTAR DE INQUÉRITO,CÂMARA DOS DEPUTADOS,,ENCERRADA_COM_DATA_FIM,2004-05-13,2005-07-14,2004,,CPI_HISTORICA_FORA_JANELA_56_57,true,false,https://dadosabertos.camara.leg.br/api/v2/orgaos/6143,427,0,0,0,,,,0,0,0,0,0,0,0.0,0.0,0.0,100.0,31,false,false,true,true,false,true,true,true,true,true,false,false,false,false,false,true,true,0,0,0,0,01c08fcd-97cd-4fa6-8ce0-a62cb83924cf,2026-06-02T16:08:26.853Z,d7a750a81eb9801b4dc78e2cf8fe0719fbef0f8f8af9cbc1e6d4c424ff6f4570,0,,c2595072-3a94-448f-80b7-ed0a72d93fa1,2026-06-02T16:37:41.238Z,marts_v1.0_cpi_audit,b76d2d143bf573997906293b56af7a083be4c533b3a758056a8375e7ce4ba4b8
